,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
254,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
255,No,No,No,Yes,Yes,Yes,Private,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,Yes,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,No,Yes,Yes,P.M.,No,Start,No,Yes,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Talk,Technology,No,No,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,No,Check!,Yes,Yes,No,No,Yes,No,Yes,No,No,No
256,No,Yes,No,No,Yes,No,Public,No,No,No,No,No,Yes,Yes,Art,Study first,Yes,No,No,Yes,Receiving,No,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,Yes,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
257,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,No,Yes,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,Yes,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,Yes,Umm...,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
258,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,No,Science,Study first,No,No,Yes,Yes,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,No,No,TMI,No,No,Tunes,People,No,Yes,No,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Only-child,No,No,No
259,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,No,No,Yes,Art,Try first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,No,No,Me,No,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,Yes,Yes!,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
260,No,No,Yes,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,End,No,No,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,No,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,No
261,No,Yes,No,No,No,No,Private,No,Yes,No,Yes,Yes,No,No,Science,Try first,Yes,Yes,Yes,No,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,No,Start,Yes,No,Me,No,Yes,No,No,Yes,TMI,No,No,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
262,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,No,Grrr people,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Check!,Yes,No,No,No,No,Yes,Yes,No,No,Yes
263,No,Yes,Yes,No,No,Yes,Public,No,No,Yes,Yes,Yes,No,Yes,Art,Try first,No,Yes,Yes,Yes,Receiving,Yes,No,Idealist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,End,Yes,No,Me,No,No,No,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,Yes,PC,No,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,No,No,No,Yes,Yes,No,Yes
264,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,Yes,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
265,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,No,Yes,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
266,No,Yes,No,No,Yes,Yes,Private,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,Yes,P.M.,No,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,Mysterious,Yes,Yes,Talk,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
267,No,No,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Own,Pessimist,Dad,Yes,No,No,No,Nope,No,No,No,Yes,No,Yes,Yes,Yes,No,No
268,Yes,Yes,No,No,Yes,No,Private,Yes,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,Yes,Socialize,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
269,No,Yes,Yes,No,No,Yes,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,No,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,No,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,No,No,Yes,No,No,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
270,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,TMI,No,Yes,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
271,Yes,Yes,No,No,Yes,No,Private,Yes,Yes,No,No,Yes,No,Yes,Art,Study first,Yes,No,No,Yes,Giving,No,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,A.M.,Yes,End,Yes,No,Me,No,No,No,Yes,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,Yes,No,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Space,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,No,Yes,Yes,Only-child,No,Yes,Yes
272,No,No,No,Yes,No,No,Public,No,No,No,Yes,No,No,Yes,Art,Try first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,No,Hot headed,Odd hours,No,Right,No,No,No,Yes,P.M.,Yes,End,No,Yes,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,Online,Yes,Yes,No,No,Grrr people,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No
273,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,Start,No,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,No,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
274,Yes,Yes,No,No,Yes,No,Public,Yes,No,No,No,Yes,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,No,No,No,No,P.M.,Yes,Start,No,No,Circumstances,Yes,Yes,No,No,Yes,TMI,No,No,Tunes,Technology,No,No,No,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Rent,Optimist,Dad,No,No,Yes,Yes,Nope,No,No,No,No,Yes,No,Yes,No,No,No
275,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,No,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
276,Yes,Yes,No,No,No,No,Private,No,Yes,Yes,Yes,Yes,Yes,No,Science,Try first,Yes,Yes,No,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,No,No,No,TMI,No,Yes,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,Yes,Space,Yes,In-person,No,Yes,No,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Rent,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
277,No,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,No,Yes,Yes,No,Giving,No,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,TMI,No,Yes,Tunes,Technology,No,Yes,No,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,No
278,No,No,No,No,Yes,No,Public,No,No,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Rent,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,No,No,Yes,No,No,Yes
279,Yes,Yes,No,No,Yes,Yes,Private,No,Yes,No,Yes,Yes,Yes,No,Science,Try first,No,Yes,Yes,Yes,Receiving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,No,Yes,Circumstances,No,Yes,Yes,Yes,Yes,TMI,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
280,No,Yes,No,No,No,No,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,No,No,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
281,No,No,No,Yes,Yes,Yes,Private,No,No,No,Yes,Yes,Yes,No,Art,Try first,Yes,No,Yes,Yes,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,No,Yes,Yes,Supportive,Yes,Mac,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,No,Grrr people,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,No,No,No
282,No,No,No,No,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,Mysterious,No,Yes,Talk,Technology,No,No,No,Yes,No,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes
283,No,Yes,No,No,Yes,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,No,Yes,No,Giving,No,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,No,No,No,No,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
284,No,Yes,Yes,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,No,No,No,Yes,P.M.,No,End,Yes,No,Me,Yes,No,Yes,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,No,Yes,No,Demanding,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Rent,Pessimist,Mom,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
285,No,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,Yes,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
286,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,Yes,No,Yes,No,No,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Own,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
287,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,No,Receiving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,No,No,Yes,No,Yay people!,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
288,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,Yes,Talk,People,Yes,No,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Rent,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
289,Yes,Yes,Yes,Yes,Yes,No,Public,Yes,No,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,A.M.,Yes,Start,No,Yes,Me,Yes,No,No,No,Yes,Mysterious,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Rent,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
290,Yes,Yes,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Receiving,Yes,No,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,No,No,Yes,A.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Demanding,No,Mac,No,Cautious,Yes,Umm...,Yes,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Rent,Optimist,Dad,Yes,No,Yes,Yes,Check!,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
291,Yes,No,Yes,Yes,No,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,Yes,Receiving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Rent,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
292,No,No,No,No,Yes,Yes,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,Yes,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,No,No,No,No,No,No,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Check!,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes
